Name,id_Number,row_Number,seat_Number,auditorium_Number,score,test_result
"Lester Baranoski",51838199201051677,39,44,1,80.5007,False
"Lester Foulkes",20626199812056776,31,32,3,86.6978,NULL
"Lewis Shiffer",92365200505139815,39,56,6,78.2692,False
"Lilian Laclair",16387193608129222,57,15,1,62.6266,False
"Lillian Grubb",92109194301037297,10,13,1,72.4076,False
"Lillian Trejo",46036194207263525,33,41,6,73.4755,False
"Linda Harris",79269199409055933,37,24,3,82.1964,NULL
"Linda Jones",42581193311042356,7,39,3,53.0317,NULL
"Linda Moore",58302198608101191,55,13,6,85.6635,False
"Linda Ramirez",79293200002212992,54,22,2,73.4755,NULL
"Linda Thompson",84960196807248356,53,10,1,77.5501,False
"Lindsay Laney",79161195410034447,5,22,5,72.9525,False
"Lindsay Zertuche",93821193401079064,22,25,6,73.4755,False
"Lisa Boyer",34745197601295379,27,30,1,72.959,False
"Lisa Harrod",81544197310294388,54,33,1,81.0051,False
"Lisa Hunter",58813199809231829,25,64,4,77.6944,False
"Lisa Young",96844199811176597,9,13,1,80.7557,NULL
"Lorena Gould",17692197203178685,14,57,2,73.4755,False
"Loretta Mcfadden",55963199110307785,38,33,3,85.2359,NULL
"Lori Pash",32843194508159188,18,15,3,63.6847,NULL
"Lorraine Lovell",82495194402074437,45,52,3,62.576,False
"Lorrie Burks",23912194105122845,15,31,2,62.8988,False
"Louise Arlington",81710196406103995,46,47,5,67.9325,False
"Lourdes Campbell",75628195107259936,25,57,6,59.7223,NULL
"Lynn Massey",95391199110125982,1,30,5,74.5867,False
"Mabel Edwardson",78429194411272106,10,54,2,69.9933,NULL
"Magnolia Stewart",82362197006136429,21,1,1,73.4755,NULL
"Marc Mcnally",97419194907052208,10,6,3,72.4141,False
"Marcy Zettlemoyer",61654197806139072,43,33,3,79.5059,False
"Margaret Cady",35391194210049477,58,3,2,56.6934,False
"Margaret Draper",24647198202028732,17,30,4,89.3092,False
"Margaret Russo",78712194111152659,33,8,5,66.0338,False
"Margaret Ursprung",53312197512082751,40,56,4,82.2181,NULL
"Margaret Varney",56854197603053854,21,13,4,72.0886,False
"Margie Carrol",79417201007261707,48,39,2,84.1621,NULL
"Maria Boucher",21124200601081218,42,23,2,85.2846,NULL
"Maria Burnett",76384201901211235,39,3,3,72.8741,False
"Maria Herman",45279196201252697,19,17,3,72.6127,False
"Maria Marty",36948194904022088,36,46,6,73.4755,NULL
"Maria Pickard",49053199904116513,53,43,3,73.4755,False
"Marian Garcia",65539199510199331,20,35,4,73.4755,False
"Marian Marquez",89269196112199183,37,9,1,70.283,NULL
"Marianne Parker",33938201201303329,1,34,4,73.4755,NULL
"Maribel Manigault",66471197302265808,60,61,2,75.5038,False
"Marie Albritton",66483195111079583,58,31,1,72.3486,False
"Marina Mcbride",61368197710196787,6,53,5,79.4155,False
"Mario Ellis",30366195105156894,44,28,4,74.0892,False
"Marissa Halseth",70980199804028417,34,40,6,73.4755,False
"Marjorie Athans",18865201811237593,56,13,3,73.4755,NULL
"Marjorie Smith",20190195010086216,5,30,4,70.151,False
"Marjory Rapp",19043200311217971,59,10,2,80.2605,False
"Mark Thiel",35015196308174478,31,34,4,79.2982,False
"Marsha Srour",31495196808251575,34,21,1,68.9554,NULL
"Martha Thompson",11974196904217899,61,41,4,64.3628,False
"Martha Zimmerman",90995199301039521,48,43,2,76.9987,False
"Martin Ferrer",80679198703171375,28,15,3,73.4755,NULL
"Martin Gonzalez",53173200901073414,44,11,2,78.4429,False
"Martin Powell",75855199310026235,53,25,3,84.6733,NULL
"Martin Stevenson",70317196208069292,57,50,6,75.6155,False
"Marvin Batdorf",52842194009186661,2,35,1,73.4755,False
"Mary Aiken",59486195306299410,1,12,6,60.7494,NULL
"Mary Brown",84776202005129470,18,36,6,74.6607,NULL
"Mary Huynh",62793195504208805,29,25,5,62.9751,NULL
"Mary Jones",89165197712134884,58,7,1,76.9984,NULL
"Mary Koenen",91639200504206874,36,6,6,78.6253,False
"Mary Lee",88909200303093225,1,62,4,83.8231,False
"Mary Locke",56839198906112470,32,33,5,71.1148,NULL
"Mary Mack",73103197208128011,25,30,6,73.4755,False
"Mary Mcbee",59505201904134814,43,25,3,73.4755,NULL
"Mary Parish",15085197611262894,8,52,4,72.6588,False
"Mary Perkins",82315196104164164,28,40,6,73.4755,False
"Mary Samuel",57805196701125922,39,47,2,69.3813,False
"Mary Sellers",25519194509212405,28,18,5,60.7092,False
"Mary Warfield",66430198903157817,37,13,2,73.8331,NULL
"Maryetta Freeman",58247197611037254,7,39,5,82.2434,NULL
"Mathew Oconnell",67304193512087287,5,36,1,68.5358,NULL
"Matthew Jones",35428201909057924,25,10,5,84.4382,False
"Matthew Knight",28259193607152227,7,52,4,75.0851,NULL
"Matthew Smith",22899196810187369,25,1,3,68.2084,False
"Maura Eddy",49898201008113226,1,18,1,78.6636,False
"Maurice Cropley",64724198703206694,35,61,4,89.2542,NULL
"Maxine Walters",68632199012186574,12,31,1,74.704,False
"Megan Cantu",22096195911042575,42,4,2,73.767,False
"Melanie Emerson",76742202002283842,6,51,2,69.624,NULL
"Melinda Latney",57961199511285328,43,4,4,92.9336,False
"Melissa Spencer",83187198003228744,43,3,3,70.7257,False
"Melvin Cruz",60638194502077752,58,11,4,62.503,False
"Melvin Walters",20313194502114475,20,38,4,65.4109,NULL
"Merideth Cozart",12226197604117682,39,48,6,83.4684,NULL
"Micah Bryant",51207199202059112,16,5,5,80.4128,False
"Michael Allen",53904198202148440,48,12,3,84.416,False
"Michael Alvarez",34801201805261171,54,19,4,74.7708,False
"Michael Buskey",29680197410235516,22,47,6,78.673,False
"Michael Clanton",22308199205303928,56,42,3,73.4755,False
"Michael Garza",43139201105153651,26,34,2,81.6924,False
"Michael Gibbons",23737194104066517,18,5,5,69.7772,False
"Michael Joyner",76838196412029389,43,39,6,59.1418,False
"Michael Mcdonald",27364194309044087,3,49,6,68.2221,True
"Michael Pash",85200194608313133,46,45,6,65.3308,False
"Michael Picking",89026194512212195,55,3,1,71.3204,NULL
"Michael Pryor",68520196312156293,12,24,6,65.0501,False
"Michele Delaughter",63142195202286034,46,21,3,73.4755,NULL
"Michelle Hunt",26430199612146213,14,39,4,89.0725,False
"Michelle Stickney",99083193907089034,20,3,4,69.5672,False
"Mike King",73431199805165224,51,37,3,73.4755,NULL
"Miles Capps",78422200512148389,31,54,5,73.149,NULL
"Minh Woodard",56676201207018617,33,60,4,83.7015,False
"Miriam Charles",15956197603029860,12,12,3,73.4755,False
"Miriam Mcelreavy",25886195803313730,20,48,2,73.4755,False
"Monique Taylor",77005196601159191,17,39,3,73.4755,False
"Myrna Williamston",40774197704023622,15,39,1,92.9742,False
"Nancy Alvarez",63736195409266747,7,18,6,73.4755,False
"Nancy Anderson",55702197402063419,28,26,2,82.1481,NULL
"Nancy Johnson",53131199501162236,38,44,6,85.9924,False
"Nancy Kelley",31196195801054119,39,29,1,70.1065,False
"Nancy Maxwell",18571196506305799,55,23,4,66.64,False
"Nancy Montana",47943201810046426,33,51,2,69.8903,False
"Naoma Schrader",80147201907292221,54,16,4,77.7147,False
"Natalie Jordan",96520201306242161,43,31,3,73.3842,NULL
"Nathan Bennett",16115200401022500,63,30,3,80.5624,True
"Nathanael Donovan",71234197104072299,9,7,2,77.963,NULL
"Nellie Adams",96885200502128596,14,33,6,77.6476,NULL
"Nelly Meade",95071199401083253,17,62,4,79.4454,False
"Nelson Wilson",82451195208157211,52,3,6,73.4755,NULL
"Nickolas Hoff",51443194010086632,28,55,5,65.401,False
"Nicolas Lopez",80777194011085800,29,26,4,57.8974,NULL
"Nicolas Piccirillo",25958198101305181,12,1,3,90.213,False
"Nicole Bautista",98967201712293146,42,45,1,71.4372,False
"Nicole Little",64917195205112333,56,23,6,75.6132,False
"Noel Douglas",10232198409038079,31,27,6,78.396,False
"Nora Rose",16048194012198982,42,4,5,71.2875,False
"Norman Pollard",93686200310067036,54,18,2,71.1256,False
"Opal Davenport",52811193706076185,47,33,5,66.2448,False
"Orville Lomboy",77405200604173188,11,7,1,73.4755,False
"Oscar Mills",24058194902156135,23,27,6,53.2603,NULL
"Owen Johnson",59026200412255276,43,24,2,81.3243,False
"Pamela Clifton",63887193203044953,58,38,6,55.3457,False
"Pamela Paterson",21412201311209555,40,9,2,78.4252,True
"Pamela Penny",93848201602265567,51,3,4,73.4755,NULL
"Pamela Smith",95881199902033009,7,13,4,74.5303,False
"Patricia Field",28159200801031917,63,14,2,82.6553,NULL
"Patricia Pogue",98519194903111668,8,45,6,70.9714,False
"Patricia Salinas",98006199204288602,7,53,6,81.6941,False
"Patrick Miller",51970198604162209,9,8,1,77.0649,False
"Paul Briggs",42729196808285291,59,9,6,79.7178,False
"Paul Gonzalez",71963195410318176,36,28,2,63.8568,False
"Paula Castillo",47435199604235068,31,45,1,79.6333,False
"Paulette Wiles",13410201906046427,59,62,4,74.9872,False
"Pedro Caudill",72861199605214610,41,6,2,92.168,NULL
"Peggy Griffin",73315201506099139,51,2,2,77.3442,False
"Perry Hinojosa",46657197006134102,39,16,3,73.4755,NULL
"Pete Dixon",20878201201192609,15,19,3,81.4685,False
"Peter Amore",93642197301161630,42,8,5,73.4755,NULL
"Philip Johnson",33766199905069910,58,16,2,93.4,NULL
"Philip Seidell",89940200209305174,13,18,3,75.8231,False
"Phillip Evans",21348194305263140,50,5,2,63.85,False
"Phyllis Budzynski",79209199802188971,6,34,4,82.6283,False
"Pilar Kitamura",63569196005126079,6,54,2,63.2256,False
"Rachel Donoghue",10846197502268375,59,31,2,77.4489,False
"Ramiro Burchette",37992193903026462,31,4,2,55.0089,NULL
"Ramona Lombardo",66871193401296538,27,47,5,58.5416,False
"Randolph Stringer",88805200306025114,35,29,5,69.6968,False
"Randy Bryant",15304198301018323,39,35,5,75.5859,NULL
"Randy Tobias",40401198308225433,27,60,4,83.5445,False
"Raphael Deleon",15198193509296509,56,20,1,60.6925,False
"Raymond Garcia",51072194104111751,48,27,6,59.2951,False
"Raymond Ramirez",43677194512221595,42,16,4,63.4609,True
"Rebecca Ladner",12154198407208866,6,40,4,85.4274,NULL
"Reiko Thornsberry",55367201309284179,5,26,4,71.8956,False
"Renee Albers",24730198012213430,31,61,4,70.1798,False
"Rex Shearing",21627200310303279,19,41,2,78.7875,NULL
"Richard Abernathy",45173197104218075,22,5,4,65.36,False
"Richard Beaman",77934200111141904,19,22,5,82.675,True
"Richard Bowdry",77476199210014930,11,55,5,89.0326,NULL
"Richard Carkhuff",43133198003152887,44,25,4,73.4755,False
"Richard Delafuente",97398198906183593,10,29,1,73.4755,NULL
"Richard Donald",21600196302157907,27,17,5,73.4755,True
"Richard Hill",57143198812177787,41,11,1,80.9883,False
"Richard Lemieux",22002201307262876,45,32,3,79.0012,False
"Richard Montalvo",68487194904226614,16,14,2,65.0356,NULL
"Richard Mrotek",44039194409075592,41,58,2,64.6614,False
"Richard Perkins",12581196501118782,46,9,2,75.6547,False
"Richard Poncedeleon",21605199306125244,29,58,2,74.6044,True
"Richard Roche",51319201901072904,14,44,2,75.4583,False
"Richard Wible",51144197506033660,33,50,2,83.7872,NULL
"Rick Rivera",69394195611226356,39,47,6,73.4755,NULL
"Rita Adams",92232196411308190,6,3,6,65.0941,False
"Rita Ostrov",24451195301166931,43,46,2,63.7457,True
"Robbie Gaulke",55105197404194607,20,17,1,73.4755,NULL
"Robert Ebling",73836194510259599,22,36,1,67.1246,False
"Robert Hull",94480197309243284,38,27,5,81.0705,False
"Robert Lenderman",11623194008086626,61,30,2,62.7655,False
"Robert Lopez",30187193910303409,57,17,2,71.7828,False
"Robert Meade",95640193708125506,26,7,4,73.4755,False
"Robert Meyerson",52193195102153499,3,7,3,67.8747,False
"Robert Parks",11963196105292718,29,40,1,76.6943,False
"Robert Poyner",45029201410039938,17,6,3,66.8866,False
"Robert Stevens",13173196708095935,7,43,4,82.5407,NULL
"Robert Wilkins",17555201402208787,7,6,6,79.0801,False
"Roberta Reynolds",30930194806138266,28,54,3,68.3482,False
"Robin Rowland",58264194009217529,15,34,6,70.7131,NULL
"Robyn Howard",80691198406284013,21,25,4,71.2812,True
"Rod Metoyer",32197194112304066,53,49,2,71.0882,False
"Rodney Hernandez",46507200212298085,10,18,6,88.8387,False
"Rodney Holiday",91638193002178405,55,40,6,60.5649,True
"Roger Bonardi",56297195305103172,62,8,2,73.0016,False
"Roger Groves",98948201111046026,40,39,3,76.7729,NULL
"Roger Jones",30978195704194121,14,39,6,66.7709,NULL
"Roger Pelletier",66024199512197877,49,27,5,79.0898,NULL
"Roger Suber",44237197005316239,40,19,3,74.7245,False
"Romana Williams",41551198806105294,30,40,4,85.0269,False
"Ronald Berry",11544194310307361,11,30,1,54.9164,False
"Ronald Friedland",81977195807079772,40,9,1,73.3159,NULL
"Ronald Moser",37938193904224528,50,26,3,58.9091,NULL
"Ronald Powell",42189194209103222,41,19,6,73.4755,False
"Ronald Waterer",83404193709027715,1,8,3,57.483,False
"Ronald Yeast",88562196702052287,54,30,1,69.3915,False
"Ronda Ransom",27495195403278092,2,22,3,73.4755,False
"Ronni Higgenbotham",32130193406226510,16,17,3,57.8902,False
"Ronnie Carter",46095198204306689,12,17,5,73.3636,False
"Rosalie Stillson",73636200902196261,59,12,6,79.8274,False
"Rosario Stewart",92207195204237081,32,38,2,67.5795,NULL
"Rose Jeschke",61532201201109668,37,43,6,79.8544,NULL
"Rose Murguia",81878198710221808,5,29,2,79.6604,False
"Rosemary Pecci",31798194902196013,49,5,4,64.544,NULL
"Roy Johnson",32695195002011004,55,35,6,69.9001,False
"Ruben Bernier",10689201909128653,5,31,4,84.9961,False
"Ruby Nelson",27563200912202989,58,17,4,74.4063,NULL
"Ruby Perkins",86745200207206489,10,44,1,84.0254,False
"Russell Carr",24336195902225305,25,48,6,73.4755,NULL
"Russell Henderson",75081197306191577,16,14,3,77.8904,NULL
"Ruth Fredrickson",39471198309059728,43,64,4,74.1627,NULL
"Ruth Mcneil",25550194911179215,61,23,3,68.5263,False
"Ruth Schulist",14414201109015934,44,33,2,73.4389,False
"Ruth Williams",48335197406031367,2,27,1,75.4123,NULL
"Ryan Hartshorn",15393198109167754,45,26,4,74.0333,False
"Ryan Humphries",16846193207074243,14,8,3,64.1343,False
"Ryan Johnson",82194193208238260,8,37,6,67.1083,True
"Ryan Lusk",37549193003225638,1,50,6,63.8994,NULL
"Ryan Ventura",85690200307016238,6,22,4,82.4364,NULL
"Samuel Rose",50259193602203135,39,21,4,54.4166,False
"Sandra Alu",24157201909153862,26,33,4,64.1353,NULL
"Sandra Chisum",62910198110038585,40,50,3,77.3733,True
"Sandra Mitchell",59068196205057746,7,5,1,63.4734,NULL
"Sandra Quick",28397196106243666,53,45,4,73.8853,NULL
"Sara Johnson",89319193707285380,51,1,2,72.8644,False
"Sara Scott",77899195107118480,57,13,3,76.9973,False
"Sarah Brewster",74024194206237640,44,19,5,58.3004,False
"Sarah Cobb",72106199903116746,46,24,4,76.1868,False
"Scott Lang",80391201404221873,24,48,5,76.9276,False
"Shannon Bautista",45426197704042059,19,34,1,81.9406,False
"Sharon Carnes",46574200502122492,14,32,4,74.9457,False
"Sharon Herod",33411198306261512,20,15,1,80.1278,False
"Shawn Redway",94740199105297442,4,48,5,80.133,False
"Sheena Malone",73606196904214379,39,12,3,74.4578,False
"Shelby Lilley",51532196206079914,58,36,2,66.8632,NULL
"Shelly Mcdaniel",97245200109253732,33,19,5,81.735,False
"Sherri Hight",24491201611309722,59,7,2,72.6798,False
"Shiloh Bobbitt",22603199301095324,39,54,2,86.1573,False
"Shirley Chong",33877193111229158,50,40,4,73.4755,NULL
"Silvana Martinez",97354197908067477,38,49,4,73.4755,NULL
"Simone Shea",10575193508224663,57,54,4,54.8324,NULL
"Sonja Davila",33150201612012696,49,3,2,88.8018,False
"Stacey Scurlock",96294193807071346,59,8,3,60.4834,False
"Stanley Desrosiers",79784193603018398,41,13,1,68.9844,NULL
"Stanley Neveu",45004198801305861,5,30,3,71.57,False
"Stefan Long",17037198006013687,40,56,2,72.5815,False
"Stephanie Chase",88360194306171459,10,47,2,62.5589,NULL
"Stephanie Cox",88811195710315449,19,49,3,74.8418,NULL
"Stephen Bowen",78085194401305944,42,5,6,62.5693,False
"Stephen King",21111200601109806,3,43,2,78.0467,False
"Stephen Mullenix",77501200901304659,6,38,3,80.3369,False
"Stephen Ritzman",95889196404236600,19,40,3,61.9099,False
"Stephen Wright",50553199710275906,15,35,5,78.5133,False
"Steve George",92837200510201838,11,14,2,69.0431,False
"Steven Ashmore",41378193905173412,25,57,2,73.4755,False
"Steven Betterman",48053199401244312,53,55,3,89.433,False
"Steven Daly",34999200812226837,52,12,3,73.4755,False
"Steven Hartley",53739200004177626,20,52,5,83.2305,NULL
"Steven Powell",86443200510069897,21,25,5,90.4431,False
"Steven Wagner",29728194111023254,51,19,3,62.2812,False
"Sue Cole",76333194706064788,32,27,2,74.1832,False
"Susan Coates",45517193704242002,18,38,4,64.7904,NULL
"Susan Larsen",37416198704027354,42,18,4,73.4755,NULL
"Sydney Stone",17832201807033419,9,18,6,84.7974,False
"Tad Flores",87590197211061616,42,23,1,65.4722,False
"Tammie Bankston",38846193209032788,32,44,1,63.3401,False
"Tammy Ahern",15342199204126864,39,59,5,73.9037,False
"Tammy Hedlund",99304198605154805,42,10,1,84.3879,False
"Tasha Stulce",12347194106149422,43,53,2,74.1145,False
"Taylor Williams",37039199601121524,6,20,1,73.4755,NULL
"Teresa Hemingway",31472200211229247,13,20,4,73.8633,NULL
"Teresa Niebaum",53990201708099600,8,40,5,71.4297,False
"Terrence Swope",21558196008282271,62,39,2,71.785,False
"Terry Brooks",88053195803223903,19,38,5,68.8453,False
"Terry Tarone",80137195912166969,45,57,3,64.9355,NULL
"Terry West",81311199503218782,12,41,3,86.6289,NULL
"Theresa Jarrell",97363193404298301,4,36,6,51.7907,NULL
"Thomas Klotz",81303193007211613,24,30,3,58.7625,False
"Thomas Lites",76980199404051804,31,20,4,90.0924,False
"Thomas Mink",89936200005217895,6,50,4,73.4755,False
"Thomas Olcott",55128198210309381,13,48,5,63.4653,False
"Thomas Reeves",29486198403289293,2,15,5,73.4755,False
"Thomas Robinson",53660196712116756,10,51,4,73.4755,False
"Thomas Townley",88377198303222090,17,9,6,86.5433,False
"Thomas Tucker",48707198110272517,1,17,6,83.331,False
"Tiffany Jacob",96135199204218198,25,47,3,82.1208,True
"Tillie Wilson",97875197903072393,24,17,3,68.5992,False
"Tim Fitch",92972200811066937,21,17,3,82.8512,NULL
"Tim Harrison",41562194301046467,1,34,6,66.8387,NULL
"Timothy Ingole",31460194002255834,50,32,3,59.1913,False
"Tina Gibbs",84013201402202535,8,35,6,78.9727,NULL
"Tina Guinn",86212199802282517,60,18,6,76.19,True
"Tina Sousa",20780196111169337,39,22,5,67.8685,False
"Tom Rivers",23174195106173491,41,39,5,64.7302,False
"Tommy Hsu",83385198710096251,8,51,5,73.4755,NULL
"Tony Sain",60975198210143565,15,33,5,74.4636,NULL
"Tony Swartz",66654195701105907,26,28,1,73.0199,False
"Tonya Castro",30292200604189214,41,45,5,59.4993,False
"Travis Scheerer",94083196807257251,32,59,5,71.0054,NULL
"Tyler Bailey",79622198405061546,32,15,3,73.6621,False
"Vernon Bonner",52446193605092931,43,44,1,69.7483,False
"Vernon Wilkins",47116195402085245,26,35,4,65.4778,NULL
"Veronica Miller",98804199710024507,39,8,3,75.5791,NULL
"Veronica Ward",28811195702285957,23,12,4,66.6023,False
"Veronique Bauman",98265201703203344,21,53,2,76.8942,False
"Victor Hahn",43255199801146073,21,8,6,83.2355,False
"Victoria Brown",96942200904205440,5,39,4,78.6637,NULL
"Viola Hammon",70686196811118937,36,14,1,76.6711,NULL
"Viola Nolan",92096198405075173,47,8,3,76.9695,False
"Virgil Warner",53038199805146586,61,25,2,88.8033,True
"Virginia Carter",55138198111202715,45,56,5,85.5913,False
"Vivian Munnerlyn",11894198811308204,39,44,2,87.976,False
"Vivian Wall",51042199305192466,8,46,4,89.2669,False
"Walter Murphy",16328195006014904,31,6,3,70.5264,False
"Walter Murphy",84052193101181767,8,9,2,66.5587,False
"Wanita Wilkinson",92091193008167462,45,34,3,61.7658,False
"William Bean",38836201702134715,33,41,1,80.6881,False
"William Brown",81647201907066712,6,11,4,69.0803,False
"William Bryant",52915198702112098,17,2,6,77.6417,False
"William Fernandez",41189199803154794,61,27,4,83.5745,False
"William George",81657197210195865,39,2,5,81.2574,False
"William Griffin",57094199001066017,3,14,1,81.2195,NULL
"William Guidry",12307200511206889,29,25,1,87.0302,False
"William Gunther",36001193006211532,24,46,2,73.4755,False
"William Hoffpavir",64877197211056016,18,40,6,71.1222,False
"William Mckinnon",20439198111218120,24,26,4,72.4063,False
"William Moberly",15138195304275128,11,21,2,72.286,False
"William Powell",91063195105265685,29,26,1,72.1497,False
"William Reynolds",90908199001221029,23,11,3,73.1897,NULL
"William Rosales",77150196202143550,15,2,5,79.2575,False
"William Steffee",82304193203056899,18,7,3,60.1807,False
"William Valencia",65173196305199431,34,44,3,64.5884,NULL
"William Vega",71323195711134100,49,31,1,62.8739,False
"William Wagner",86389198010262330,35,14,2,70.8014,NULL
"William Yeaton",39257195810309572,44,54,3,69.8714,False
"William Young",93279200011069750,21,47,5,91.8526,NULL
"Willie Fountain",92540197304055078,27,62,4,71.8477,True
"Willie Magee",12683194506117079,43,34,6,73.4755,NULL
"Wilma Kokesh",35671197910077226,35,33,4,77.0251,False
"Winona Smith",93068200703255334,32,46,2,84.8746,False
"Yolanda Leatham",29568196703111033,18,37,4,77.0143,False
"Yolanda Willer",94939195809183176,35,11,5,82.5215,NULL
"Yvette Ingram",59077201308017147,2,26,2,79.7764,True
"Yvonne Marrero",26809197306149395,11,2,4,66.0616,False
"Yvonne Roark",44072196303101364,3,19,4,65.0995,NULL
"Alan Cuzco",10477197108084314,8,53,5,62.5619,False
"Chelsea Pinheiro",27255193503205840,53,2,4,64.5127,False
"Clare Allen",42533198307033304,58,34,4,72.3994,False
"David Tyler",83124200809054145,57,61,4,82.3981,False
"David White",14585196311147678,8,54,5,76.7674,NULL
"Donald Sandoval",92345196606286253,61,38,6,66.457,False
"Edith Mcdonald",43212193808262044,43,58,5,68.9211,NULL
"Emily Pierce",13235196011064310,28,9,2,72.2563,NULL
"Frances Hoover",17318201310043154,20,8,3,76.663,NULL
"Ingrid Gonzales",99586198206299463,55,28,2,71.3159,False
"Iris Wellman",17918195602093683,38,4,1,68.5808,True
"Kevin Zielinski",58130196408229641,34,7,6,69.559,NULL
"Kim Evans",27362201212136452,54,5,3,77.6577,False
"Lorie Moon",45492201811218477,12,25,6,79.3632,False
"Mary Cannon",66044195408223817,19,19,5,78.003,True
"Mary Pack",52207195511243660,43,39,2,52.9574,NULL
"Miguel Swartzentrube",35918196603183651,2,7,1,76.3713,NULL
"Pa Gates",80493194304072233,40,23,5,78.8885,False
"Paul Breckenridge",95744196505163296,41,21,3,73.9285,False
"Pauline Nash",45979197010251826,57,13,6,65.256,False
"Philip Tice",44483198908123913,37,2,5,80.9097,NULL
"Robert Vincent",53165193506276956,15,46,5,59.8341,False
"Rolando Day",71787199411141067,25,2,2,78.6739,False
"Rosie Menard",14574200805299229,57,2,2,82.9394,NULL
"Sandra Jackson",96966199303289383,35,51,3,89.0835,False
"Sara Hummel",69782194404238168,9,2,2,73.1201,False
"Staci Larsen",54460194507056339,32,7,3,64.3232,False
"Stephanie Blake",96352197106018731,2,30,4,74.2807,False
"Susan Lambert",17035199910092621,57,24,1,73.9443,False
"Terry Mcneill",14116198301049144,23,21,5,76.2638,True
"Theresa Devore",91332199004078795,2,14,1,86.0491,False
"Tracy Brand",99951200302108445,39,38,5,69.8847,False
"Wanda Gillikin",26765193009143851,36,11,2,58.0449,False
"Wendy Escobedo",34734198403117778,29,21,5,77.9822,False
"Aaron Bateman",55294198810026513,56,27,4,78.232,False
"Aaron Kemerer",18068201207049286,32,12,2,69.3917,False
"Abby Munoz",86616201301237306,43,13,5,84.5155,False
"Abel Galvan",27030198103195143,49,52,4,62.5546,False
"Adam Crofton",62915200605062472,7,4,5,73.4755,True
"Adriana Smith",26365195204014503,29,21,6,75.3312,False
"Agnes Payne",56851199509146116,51,7,3,88.6613,False
"Agustin Salazar",82391196008255154,25,45,1,72.1223,False
"Alaina Wheaton",74601200208254820,21,56,5,81.3527,False
"Alan Dunn",51534197607267107,56,10,6,73.4755,False
"Alex Howe",13896200005019975,5,3,2,87.0553,False
"Alex Locke",61694198412038069,52,46,4,73.4755,False
"Alex Mecham",80168193708237054,45,45,5,73.4755,False
"Alex Vaughn",62302197004178635,20,50,6,73.4755,NULL
"Alexander Gayton",77002200103283702,14,20,5,80.6168,False
"Alfred Mcgrath",18021198705178471,24,2,2,71.9517,False
"Alfredo Johnson",63205193105229948,35,4,2,62.0653,False
"Alice Baker",87639194811058750,55,12,4,64.4289,False
"Alice Holland",14350195503212329,39,9,2,72.8829,False
"Alice Ortega",60456200311146152,48,6,6,68.4117,False
"Alice Spina",28990200708318033,44,38,3,79.4408,False
"Allison Lee",51564196405186047,13,22,3,79.1035,False
"Alta Huskin",77560194609097466,8,15,4,70.4944,NULL
"Amanda Patterson",96120198812169759,38,28,1,80.48,True
"Amy Ray",94317193812283401,16,41,3,66.2992,False
"Amy Valdez",42909193505083067,7,3,2,59.9965,False
"Andre Everson",63422201809161923,7,35,5,73.8485,False
"Andrea Duffy",39033198206309704,48,2,3,76.8644,False
"Andrea Glenn",59123197802128718,41,50,2,80.1577,False
"Andrea Herrington",26339195801254716,42,22,1,73.4755,False
"Andrew Coombe",97643194109052578,43,38,2,52.1706,False
"Andrew Gilbert",46876193709212751,6,43,4,59.437,NULL
"Andrew Pounds",60142199507162927,47,42,3,83.1408,NULL
"Andrew Torpey",11736196902164463,3,27,3,76.9196,NULL
"Angel Pitcherello",71235201306246327,50,31,5,77.127,True
"Angela Kelley",39537197910054258,39,62,2,77.6417,False
"Angelina Madlung",43256194809026605,2,57,4,64.1893,False
"Angella Badilla",94865195703055227,36,13,1,73.4565,False
"Ann Gilpatrick",37162198411156871,12,28,6,84.1209,False
"Anna Mercado",59854194605263679,27,6,2,70.0394,False
"Anna Oloughlin",60991198512289507,18,35,1,81.5652,False
"Anna Taylor",18911198710148119,13,26,2,85.2464,NULL
"Anne Newman",37480193605178696,17,63,4,55.4841,False
"Annette Kemp",52296197401149838,8,12,1,66.4115,False
"Annie Crump",95807198102221172,45,16,1,85.5937,True
"Annie Henry",44195198810095208,23,10,5,87.3855,False
"Annie Saxbury",87462199901214683,45,6,6,73.2993,False
"Anthony Hernandez",90696195204062500,27,5,6,73.4755,False
"Anthony Holmes",61866197107227262,5,58,5,73.4755,False
"Anthony Lartigue",69871201709187470,14,18,2,79.4027,False
"Anthony Russell",60602200310192403,9,9,5,80.8956,False
"Antonio Dingell",60309193710219735,44,18,1,58.7144,False
"Antony Nolan",26535201708044104,23,10,4,68.0142,NULL
"Arlene Yarbrough",48047193207077064,6,48,6,64.0737,False
"Arnold Johnson",31935197208122483,52,11,4,78.0024,False
"Arthur Hendryx",37410199011029600,12,2,3,73.4755,False
"Ashley Macareno",19955201007178780,53,15,1,82.5461,False
"Audrey Arcangel",38307193506292553,2,35,4,60.6234,False
"Audrey Scott",34559194104268802,49,62,2,68.1239,False
"Audrey Silver",99703200607116925,38,28,5,86.6976,NULL
"Aurora Thompson",21130193904301818,31,42,1,73.4755,False
"Austin Strand",50802194102106792,27,39,1,60.6189,False
"Barbara Fravel",75177194108256646,38,34,6,73.4755,NULL
"Barbara Mcmullen",75266196710024017,37,31,2,73.4755,True
"Barbara Perez",87146193901123573,58,13,1,69.6395,False
"Barbara Robertson",64802200510049069,62,6,3,77.1482,False
